time,lat,lon,ssp126_prcptot_p10,ssp126_prcptot_p50,ssp126_prcptot_p90,ssp245_prcptot_p10,ssp245_prcptot_p50,ssp245_prcptot_p90,ssp585_prcptot_p10,ssp585_prcptot_p50,ssp585_prcptot_p90
2033-01-01,43.374999905,-79.875002445,767.82,875.65,1052.26,693.75,850.88,985.52,767.91,921.91,1093.61
2034-01-01,43.374999905,-79.875002445,784.52,905.86,1037.28,723.08,871.91,1049.41,742.59,852.21,994.14
2035-01-01,43.374999905,-79.875002445,811.14,962.15,1149.82,756.04,843.64,1043.53,728.46,853.14,995.79
2036-01-01,43.374999905,-79.875002445,806.10,918.81,1100.95,729.15,889.24,1052.97,695.40,892.91,1018.87
2037-01-01,43.374999905,-79.875002445,721.97,901.78,1080.25,700.64,866.14,1049.91,800.05,891.00,1041.06
2038-01-01,43.374999905,-79.875002445,751.30,865.54,1040.71,777.35,852.99,951.46,760.70,888.21,1049.57
2039-01-01,43.374999905,-79.875002445,760.83,879.61,956.08,772.36,900.40,1070.22,693.65,877.43,1074.74
2040-01-01,43.374999905,-79.875002445,784.48,900.77,1050.92,692.13,893.24,1072.04,770.94,905.94,1073.66
2041-01-01,43.374999905,-79.875002445,745.65,906.96,1055.15,743.45,880.36,998.71,807.33,924.50,1105.14
2042-01-01,43.374999905,-79.875002445,723.79,864.27,1241.96,769.30,921.31,1076.89,730.87,845.87,1037.22
2043-01-01,43.374999905,-79.875002445,752.33,870.86,1051.52,755.26,906.77,1054.21,750.08,908.91,1050.54
2044-01-01,43.374999905,-79.875002445,770.64,868.66,1062.49,742.19,857.05,955.35,700.34,892.65,1018.67
2045-01-01,43.374999905,-79.875002445,741.05,842.73,1010.23,746.80,858.12,1017.53,763.55,921.65,1050.58
2046-01-01,43.374999905,-79.875002445,749.52,936.06,1049.97,725.38,833.28,1097.68,748.07,892.07,1008.20
2047-01-01,43.374999905,-79.875002445,756.95,882.03,1007.14,679.37,883.45,1001.96,784.41,868.16,1021.51
2048-01-01,43.374999905,-79.875002445,786.86,870.66,1052.09,679.84,877.13,1006.88,700.91,890.99,1125.00
2049-01-01,43.374999905,-79.875002445,704.51,892.17,1046.29,761.24,867.23,1075.68,757.62,884.04,1088.45
2050-01-01,43.374999905,-79.875002445,772.05,906.94,1108.05,810.63,893.53,1039.35,726.73,935.35,1056.79
2051-01-01,43.374999905,-79.875002445,772.60,888.02,1110.21,715.75,883.83,993.91,757.46,910.49,1065.08
2052-01-01,43.374999905,-79.875002445,760.76,840.32,991.09,793.60,924.94,1116.91,650.24,837.34,1072.14
2053-01-01,43.374999905,-79.875002445,669.15,818.21,951.52,809.76,896.19,1057.85,753.20,929.49,1088.34
2054-01-01,43.374999905,-79.875002445,746.14,881.41,1076.98,756.59,898.92,1088.86,731.40,864.58,1067.36
2055-01-01,43.374999905,-79.875002445,747.29,845.75,1035.85,762.29,908.14,1036.85,782.17,922.26,1063.41
2056-01-01,43.374999905,-79.875002445,801.50,910.65,1102.29,764.19,888.94,1162.83,801.26,880.99,1069.15
2057-01-01,43.374999905,-79.875002445,717.14,872.51,1089.22,782.80,930.56,1047.08,785.72,918.25,1085.38
2058-01-01,43.374999905,-79.875002445,788.56,939.54,1122.59,743.85,871.62,1093.93,801.49,934.00,1095.65
2059-01-01,43.374999905,-79.875002445,746.53,895.90,1044.61,735.63,948.76,1059.61,764.38,908.03,1043.36
2060-01-01,43.374999905,-79.875002445,712.63,893.90,1015.69,746.81,883.33,1028.73,805.12,961.30,1132.41
2061-01-01,43.374999905,-79.875002445,712.96,857.96,1002.44,768.12,900.26,1100.46,771.04,880.62,1171.97
2062-01-01,43.374999905,-79.875002445,685.71,892.66,968.39,763.31,895.46,1092.88,731.42,834.69,1064.84
2063-01-01,43.374999905,-79.875002445,793.69,900.62,1047.57,706.75,896.96,1042.69,646.87,906.40,1165.13
2064-01-01,43.374999905,-79.875002445,625.87,902.62,1028.67,715.26,908.95,1101.25,781.65,913.78,1018.70
2065-01-01,43.374999905,-79.875002445,817.21,889.39,1037.90,760.42,893.40,1078.66,742.39,867.33,1031.77
2066-01-01,43.374999905,-79.875002445,738.40,917.66,1046.88,757.92,904.98,1048.00,762.70,918.54,1094.49
2067-01-01,43.374999905,-79.875002445,718.28,859.65,985.56,728.35,863.94,976.51,732.49,888.59,1032.97
2068-01-01,43.374999905,-79.875002445,682.23,822.53,1005.38,823.11,893.08,1061.21,807.16,928.29,1120.83
2069-01-01,43.374999905,-79.875002445,740.64,889.60,995.09,766.24,960.67,1071.84,779.22,926.50,1064.45
2070-01-01,43.374999905,-79.875002445,735.64,871.79,1002.95,725.02,966.91,1105.91,764.51,943.50,1067.33
2071-01-01,43.374999905,-79.875002445,701.44,903.54,1062.05,719.71,882.39,1060.82,792.03,978.54,1196.06
2072-01-01,43.374999905,-79.875002445,763.97,878.17,1003.35,647.14,846.06,1057.85,787.00,927.64,1082.14
2073-01-01,43.374999905,-79.875002445,713.45,917.07,1096.71,709.11,935.34,1166.53,773.68,915.95,1094.56
2074-01-01,43.374999905,-79.875002445,673.78,847.49,1032.76,761.90,929.03,1042.27,776.17,901.10,1111.07
2075-01-01,43.374999905,-79.875002445,740.88,913.03,1099.22,704.22,840.22,1034.13,790.67,973.10,1102.43
2076-01-01,43.374999905,-79.875002445,781.94,928.31,1112.32,820.55,955.86,1070.08,773.72,928.19,1068.76
2077-01-01,43.374999905,-79.875002445,723.34,859.49,989.54,772.24,932.42,1022.77,763.72,931.81,1165.71
2078-01-01,43.374999905,-79.875002445,745.43,913.91,1055.26,805.03,881.30,988.01,761.46,959.53,1177.55
2079-01-01,43.374999905,-79.875002445,684.80,840.21,1046.37,773.19,884.45,1056.39,789.59,924.96,1151.92
2080-01-01,43.374999905,-79.875002445,746.54,855.25,1076.23,788.99,925.95,1128.88,810.10,907.36,1044.55
2081-01-01,43.374999905,-79.875002445,762.39,922.38,1065.24,758.88,905.33,1017.73,818.09,995.56,1200.20
2082-01-01,43.374999905,-79.875002445,752.30,898.16,1082.96,788.25,901.58,1108.36,721.00,909.59,1049.96
2083-01-01,43.374999905,-79.875002445,771.37,885.52,968.45,752.77,919.71,1026.87,803.63,959.01,1212.87
2084-01-01,43.374999905,-79.875002445,806.41,897.30,1204.07,763.02,857.00,974.23,775.49,944.04,1102.55
2085-01-01,43.374999905,-79.875002445,745.37,928.72,1140.61,754.36,956.11,1102.77,814.48,922.25,1111.85
2086-01-01,43.374999905,-79.875002445,793.91,904.58,1036.21,744.56,916.05,1055.23,826.86,964.12,1123.20
2087-01-01,43.374999905,-79.875002445,757.46,858.37,984.29,794.78,882.61,1096.00,788.71,952.12,1245.28
2088-01-01,43.374999905,-79.875002445,751.50,869.63,1108.00,727.82,951.11,1105.58,766.23,920.92,975.74
2089-01-01,43.374999905,-79.875002445,698.77,855.58,1111.79,736.91,942.57,1064.78,825.83,969.61,1245.16
2090-01-01,43.374999905,-79.875002445,727.78,913.71,1020.41,772.14,940.31,1081.64,824.46,939.37,1093.32
2091-01-01,43.374999905,-79.875002445,724.22,939.19,1029.26,779.95,866.04,1094.00,815.73,938.01,1150.21
2092-01-01,43.374999905,-79.875002445,723.91,868.69,1038.55,742.46,944.28,1114.05,796.10,949.72,1105.59
2093-01-01,43.374999905,-79.875002445,776.62,906.93,1145.47,786.91,926.21,1176.29,677.75,940.68,1086.05
2094-01-01,43.374999905,-79.875002445,763.83,922.41,1046.70,788.09,871.00,1070.54,849.29,1035.27,1133.49
2095-01-01,43.374999905,-79.875002445,688.30,875.88,1044.89,788.55,934.41,1119.20,831.69,940.55,1132.87
2096-01-01,43.374999905,-79.875002445,761.27,885.24,1017.77,793.64,939.01,1136.58,774.92,909.25,1130.61
2097-01-01,43.374999905,-79.875002445,701.73,927.17,1010.05,745.80,928.60,1034.98,818.12,953.25,1215.23
2098-01-01,43.374999905,-79.875002445,720.85,876.20,1023.35,808.03,914.93,1081.24,810.59,937.03,1178.58
2099-01-01,43.374999905,-79.875002445,741.44,889.97,1144.30,752.31,899.18,1085.08,786.46,1011.43,1149.12
2100-01-01,43.374999905,-79.875002445,705.39,862.59,1112.35,821.90,914.88,1075.98,855.30,974.00,1283.75
1950-01-01,43.458333235,-80.125002435,744.62,845.66,995.98,744.62,845.66,995.98,744.62,845.66,995.98
1951-01-01,43.458333235,-80.125002435,746.13,854.04,915.84,746.13,854.04,915.84,746.13,854.04,915.84
1952-01-01,43.458333235,-80.125002435,743.48,828.76,931.04,743.48,828.76,931.04,743.48,828.76,931.04
1953-01-01,43.458333235,-80.125002435,707.57,812.61,954.14,707.07,812.61,954.14,707.57,812.61,954.14
1954-01-01,43.458333235,-80.125002435,749.75,833.95,968.75,749.75,833.95,968.75,749.75,833.96,968.75
1955-01-01,43.458333235,-80.125002435,707.95,880.71,1009.73,707.95,880.71,1009.73,707.95,880.71,1009.73
1956-01-01,43.458333235,-80.125002435,716.50,827.83,969.74,716.50,827.83,969.74,716.51,827.83,969.74
1957-01-01,43.458333235,-80.125002435,731.72,858.57,1013.51,731.72,858.57,1013.51,731.72,858.57,1013.52
1958-01-01,43.458333235,-80.125002435,696.45,862.79,1026.67,696.45,862.79,1026.67,696.45,862.79,1026.67
1959-01-01,43.458333235,-80.125002435,727.44,836.42,975.68,727.44,836.42,975.68,727.44,836.43,975.68
1960-01-01,43.458333235,-80.125002435,713.57,850.31,1012.27,713.57,850.31,1012.27,713.57,850.31,1012.27
1961-01-01,43.458333235,-80.125002435,721.62,837.27,985.63,721.62,837.27,985.63,721.62,837.27,985.63
1962-01-01,43.458333235,-80.125002435,706.56,799.33,987.91,706.56,799.33,987.91,706.56,799.33,987.91
1963-01-01,43.458333235,-80.125002435,720.28,824.40,980.91,720.28,824.40,980.91,720.28,824.40,980.91
1964-01-01,43.458333235,-80.125002435,757.06,840.85,975.29,757.06,840.85,975.29,757.06,840.85,975.29
1965-01-01,43.458333235,-80.125002435,720.58,808.78,910.65,720.58,808.78,910.65,720.58,808.78,910.65
1966-01-01,43.458333235,-80.125002435,681.69,868.69,986.18,681.69,868.69,986.18,681.69,868.69,986.18
1967-01-01,43.458333235,-80.125002435,710.54,787.94,909.12,710.54,787.94,909.12,710.54,787.94,909.12
1968-01-01,43.458333235,-80.125002435,666.54,831.56,908.65,666.54,831.56,908.65,666.54,831.56,908.65
1969-01-01,43.458333235,-80.125002435,696.63,840.77,970.72,696.63,840.77,970.72,696.63,840.78,970.72
1970-01-01,43.458333235,-80.125002435,735.52,842.11,915.54,735.52,842.11,915.54,735.52,842.11,915.54
1971-01-01,43.458333235,-80.125002435,700.80,804.51,956.66,700.80,804.51,956.66,700.80,804.51,956.70
1972-01-01,43.458333235,-80.125002435,766.93,879.48,1040.06,766.93,879.48,1040.06,766.98,879.48,1040.06
1973-01-01,43.458333235,-80.125002435,752.78,851.06,977.29,752.78,851.06,977.29,752.78,851.06,977.29
1974-01-01,43.458333235,-80.125002435,703.08,854.77,936.85,703.08,854.77,936.85,703.08,854.79,936.85
1975-01-01,43.458333235,-80.125002435,658.58,795.41,951.83,658.58,795.41,951.84,658.58,795.39,951.83
1976-01-01,43.458333235,-80.125002435,672.48,826.28,976.08,672.48,826.27,976.08,672.48,826.28,976.08
1977-01-01,43.458333235,-80.125002435,681.34,765.25,860.22,681.34,765.25,860.22,681.34,765.25,860.22
1978-01-01,43.458333235,-80.125002435,705.35,842.06,943.41,705.35,842.06,943.41,705.35,842.06,943.41
1979-01-01,43.458333235,-80.125002435,725.00,857.26,1000.94,725.00,857.26,1000.94,725.00,857.26,1000.94
1980-01-01,43.458333235,-80.125002435,716.74,863.02,1053.45,716.74,863.02,1053.45,716.74,863.02,1053.45
1981-01-01,43.458333235,-80.125002435,655.10,820.27,928.05,655.10,820.27,928.05,655.10,820.27,928.05
1982-01-01,43.458333235,-80.125002435,756.54,830.60,942.22,756.54,830.60,942.22,756.54,830.56,942.21
1983-01-01,43.458333235,-80.125002435,729.87,839.72,970.78,729.87,839.72,970.78,729.87,839.72,970.78
1984-01-01,43.458333235,-80.125002435,661.22,821.84,963.27,661.22,821.84,963.27,661.22,821.84,963.27
1985-01-01,43.458333235,-80.125002435,759.89,860.18,976.14,759.89,860.18,976.15,759.89,860.18,976.14
1986-01-01,43.458333235,-80.125002435,742.05,857.08,996.72,742.06,857.08,996.72,742.05,857.08,996.72
1987-01-01,43.458333235,-80.125002435,741.54,873.11,996.63,741.54,873.11,996.63,741.54,873.11,996.63
1988-01-01,43.458333235,-80.125002435,763.95,903.64,1034.77,763.95,903.64,1034.77,763.95,903.64,1034.77
1989-01-01,43.458333235,-80.125002435,725.81,816.97,972.79,725.81,816.97,972.79,725.81,816.97,972.79
1990-01-01,43.458333235,-80.125002435,663.19,856.86,1032.32,663.19,856.86,1032.32,663.19,856.86,1032.32
1991-01-01,43.458333235,-80.125002435,687.39,864.83,1012.46,687.39,864.83,1012.46,687.39,864.83,1012.46
1992-01-01,43.458333235,-80.125002435,702.97,839.80,980.72,702.97,839.80,980.72,702.97,839.78,980.72
1993-01-01,43.458333235,-80.125002435,737.22,830.80,873.66,737.22,830.80,873.66,737.22,830.84,873.66
1994-01-01,43.458333235,-80.125002435,715.93,858.72,953.37,715.93,858.72,953.37,715.93,858.72,953.37
1995-01-01,43.458333235,-80.125002435,735.56,838.70,968.19,735.56,838.70,968.20,735.56,838.70,968.18
1996-01-01,43.458333235,-80.125002435,730.44,854.53,977.20,730.44,854.53,977.20,730.44,854.53,977.20
1997-01-01,43.458333235,-80.125002435,723.35,835.24,969.06,723.35,835.24,969.06,723.35,835.24,969.06
1998-01-01,43.458333235,-80.125002435,675.04,861.42,960.10,675.04,861.42,960.10,675.04,861.42,960.10
1999-01-01,43.458333235,-80.125002435,670.40,830.95,974.03,670.40,830.95,974.03,670.40,830.95,974.03
2000-01-01,43.458333235,-80.125002435,745.14,817.06,916.41,745.14,817.06,916.41,745.14,817.06,916.41
2001-01-01,43.458333235,-80.125002435,711.11,840.83,1033.60,711.11,840.83,1033.60,711.11,840.83,1033.60
2002-01-01,43.458333235,-80.125002435,732.77,831.52,967.26,732.77,831.52,967.26,732.77,831.52,967.26
2003-01-01,43.458333235,-80.125002435,705.28,827.51,958.11,705.28,827.51,958.11,705.28,827.51,958.11
2004-01-01,43.458333235,-80.125002435,656.54,834.27,1024.99,656.54,834.27,1024.99,656.54,834.27,1024.99
2005-01-01,43.458333235,-80.125002435,708.37,857.60,1071.23,708.37,857.60,1071.23,708.37,857.60,1071.23
2006-01-01,43.458333235,-80.125002435,803.91,899.94,965.64,803.91,899.94,965.64,803.93,899.94,965.64
2007-01-01,43.458333235,-80.125002435,709.39,863.78,979.33,709.39,863.78,979.33,709.39,863.78,979.33
2008-01-01,43.458333235,-80.125002435,773.38,871.64,997.85,773.38,871.64,997.85,773.38,871.64,997.85
2009-01-01,43.458333235,-80.125002435,705.35,878.07,1061.92,705.35,878.06,1061.92,705.35,878.07,1061.92
2010-01-01,43.458333235,-80.125002435,709.64,896.10,1016.71,713.72,897.45,1010.44,706.94,898.78,1011.05
2011-01-01,43.458333235,-80.125002435,771.59,927.71,1095.66,772.39,925.25,1097.85,771.62,927.26,1092.55
2012-01-01,43.458333235,-80.125002435,737.58,884.03,999.81,739.90,890.64,998.75,736.39,884.01,997.10
2013-01-01,43.458333235,-80.125002435,774.97,914.15,1015.66,779.05,910.89,1021.03,773.78,910.66,1023.29
2014-01-01,43.458333235,-80.125002435,728.14,866.13,1018.90,729.74,867.59,1029.82,724.74,872.79,1017.57
2015-01-01,43.458333235,-80.125002435,693.41,862.99,1033.82,755.10,883.63,1005.15,749.26,845.10,1010.73
2016-01-01,43.458333235,-80.125002435,756.75,888.80,1055.24,784.38,875.49,1065.42,694.85,845.28,1068.56
2017-01-01,43.458333235,-80.125002435,734.31,840.60,974.50,763.75,897.66,1084.88,721.32,846.73,987.80
2018-01-01,43.458333235,-80.125002435,712.36,885.95,1014.30,744.51,875.90,1009.31,773.90,948.51,1031.23
2019-01-01,43.458333235,-80.125002435,754.21,879.94,1076.37,780.98,860.16,1004.07,678.85,878.92,1021.32
2020-01-01,43.458333235,-80.125002435,688.78,857.41,1009.71,723.27,846.46,1001.79,726.86,879.64,1066.93
2021-01-01,43.458333235,-80.125002435,705.90,815.64,1059.33,708.73,879.16,1013.81,788.73,880.92,1051.41
2022-01-01,43.458333235,-80.125002435,733.26,879.60,1048.88,752.19,861.48,1063.50,788.63,887.66,991.54
2023-01-01,43.458333235,-80.125002435,718.66,841.06,1029.14,754.43,858.06,1094.38,769.18,861.40,1145.45
2024-01-01,43.458333235,-80.125002435,725.74,833.28,1062.45,684.54,845.75,1059.04,753.90,857.14,1064.58
2025-01-01,43.458333235,-80.125002435,731.49,855.24,1009.22,692.01,836.59,960.41,720.67,944.76,1069.20
2026-01-01,43.458333235,-80.125002435,764.28,881.53,1015.30,730.62,837.27,959.23,698.78,886.35,1044.59
2027-01-01,43.458333235,-80.125002435,784.41,941.72,1063.93,764.70,898.00,1068.76,759.49,897.69,1042.14
2028-01-01,43.458333235,-80.125002435,807.86,921.35,1022.72,737.10,908.42,1042.18,734.63,865.03,1031.45
2029-01-01,43.458333235,-80.125002435,721.70,865.16,1018.70,732.19,892.45,988.49,803.77,914.79,1020.02
2030-01-01,43.458333235,-80.125002435,751.58,892.18,1044.48,696.48,899.18,1064.22,730.84,864.73,1024.27
2031-01-01,43.458333235,-80.125002435,707.64,840.55,1034.52,746.90,871.86,1090.43,719.28,887.18,988.78
2032-01-01,43.458333235,-80.125002435,757.07,895.06,996.83,746.99,934.33,1145.65,772.12,874.77,1049.31
2033-01-01,43.458333235,-80.125002435,788.32,893.67,1044.38,724.03,864.28,1008.69,788.84,944.19,1097.56
2034-01-01,43.458333235,-80.125002435,792.70,915.50,1058.64,738.99,890.90,1065.21,756.75,872.10,1022.88
2035-01-01,43.458333235,-80.125002435,834.50,975.08,1156.93,776.86,861.70,1060.08,748.81,864.22,997.35
2036-01-01,43.458333235,-80.125002435,814.81,941.06,1126.87,756.42,910.33,1072.64,704.60,912.91,1034.86
2037-01-01,43.458333235,-80.125002435,740.77,921.41,1098.49,720.05,882.41,1056.67,817.05,919.09,1074.97
2038-01-01,43.458333235,-80.125002435,778.99,900.13,1053.38,803.15,883.97,973.55,772.14,916.24,1060.81
2039-01-01,43.458333235,-80.125002435,781.66,908.15,973.51,802.89,919.20,1080.07,701.00,899.93,1086.37
2040-01-01,43.458333235,-80.125002435,794.71,907.40,1069.67,705.62,920.02,1087.15,785.58,923.87,1115.60
2041-01-01,43.458333235,-80.125002435,767.70,931.58,1080.14,760.67,886.60,1028.68,823.55,954.15,1125.88
2042-01-01,43.458333235,-80.125002435,739.25,884.72,1253.38,787.49,953.07,1112.31,750.11,863.68,1052.30
2043-01-01,43.458333235,-80.125002435,779.73,894.16,1058.54,764.47,943.95,1084.55,776.86,925.85,1058.71
2044-01-01,43.458333235,-80.125002435,774.22,879.60,1086.86,769.91,872.41,983.84,714.15,929.39,1062.59
2045-01-01,43.458333235,-80.125002435,745.80,856.64,1030.81,753.72,885.74,1040.49,783.01,938.44,1073.43
2046-01-01,43.458333235,-80.125002435,771.20,935.29,1072.73,742.53,855.62,1105.40,767.31,915.66,1032.99
2047-01-01,43.458333235,-80.125002435,775.01,900.41,1029.78,684.55,897.64,1026.76,800.19,897.94,1040.47
2048-01-01,43.458333235,-80.125002435,794.34,891.62,1084.83,713.69,886.37,1030.72,733.52,912.91,1135.21
2049-01-01,43.458333235,-80.125002435,719.14,919.49,1056.38,787.44,893.43,1079.04,784.49,916.81,1109.56
2050-01-01,43.458333235,-80.125002435,792.75,916.19,1134.17,836.34,917.26,1051.76,741.77,947.00,1092.83
2051-01-01,43.458333235,-80.125002435,797.09,903.23,1125.79,735.32,902.94,1004.91,777.74,928.74,1091.29
2052-01-01,43.458333235,-80.125002435,772.84,847.87,1012.50,821.53,944.88,1135.97,672.83,867.68,1068.15
2053-01-01,43.458333235,-80.125002435,694.70,835.08,975.79,828.90,923.48,1077.44,776.58,964.30,1125.00
2054-01-01,43.458333235,-80.125002435,760.89,894.87,1099.33,780.99,914.31,1099.55,749.35,879.54,1111.95
2055-01-01,43.458333235,-80.125002435,776.22,869.30,1051.32,776.05,934.50,1044.79,798.33,956.09,1088.04
2056-01-01,43.458333235,-80.125002435,808.82,927.79,1106.91,787.85,898.92,1172.82,802.07,903.58,1093.05
2057-01-01,43.458333235,-80.125002435,727.74,883.49,1091.35,808.51,962.10,1065.53,798.18,943.56,1089.04
2058-01-01,43.458333235,-80.125002435,808.67,973.70,1136.88,757.42,892.82,1117.85,806.45,957.22,1110.21
2059-01-01,43.458333235,-80.125002435,764.30,921.48,1051.68,761.91,956.23,1085.71,774.31,915.91,1052.75
2060-01-01,43.458333235,-80.125002435,735.77,920.82,1029.48,774.67,907.92,1023.55,822.68,970.71,1146.57
2061-01-01,43.458333235,-80.125002435,741.91,875.25,1007.95,788.54,915.24,1137.14,778.07,898.24,1181.87
2062-01-01,43.458333235,-80.125002435,702.66,910.89,990.66,779.49,912.60,1104.79,727.09,848.07,1081.86
2063-01-01,43.458333235,-80.125002435,813.00,922.27,1066.62,722.58,920.05,1066.29,662.44,906.17,1188.67
2064-01-01,43.458333235,-80.125002435,645.71,915.35,1048.01,736.91,930.05,1109.88,797.38,932.14,1017.02
2065-01-01,43.458333235,-80.125002435,835.95,911.90,1058.54,765.94,914.63,1098.05,746.44,886.56,1055.44
2066-01-01,43.458333235,-80.125002435,764.61,937.66,1064.71,768.94,915.94,1071.19,785.30,942.70,1112.45
2067-01-01,43.458333235,-80.125002435,740.48,882.38,989.80,727.08,871.25,996.43,751.06,900.22,1060.50
2068-01-01,43.458333235,-80.125002435,704.32,842.97,1014.57,843.18,918.73,1072.27,819.96,943.72,1126.30
2069-01-01,43.458333235,-80.125002435,758.16,900.25,1016.06,782.76,977.19,1092.52,806.09,949.84,1094.21
2070-01-01,43.458333235,-80.125002435,745.72,883.08,1015.33,739.08,982.78,1148.84,791.44,968.11,1074.46
2071-01-01,43.458333235,-80.125002435,720.85,917.74,1089.21,745.49,906.97,1077.89,820.00,999.55,1217.60
2072-01-01,43.458333235,-80.125002435,792.45,902.33,1017.16,669.27,880.07,1097.34,810.34,942.27,1102.97
2073-01-01,43.458333235,-80.125002435,729.31,937.98,1113.08,734.82,965.54,1193.78,790.31,937.80,1118.22
2074-01-01,43.458333235,-80.125002435,694.81,887.85,1049.65,773.23,954.02,1063.16,790.26,921.74,1141.58
2075-01-01,43.458333235,-80.125002435,761.59,939.31,1101.12,730.88,868.38,1043.24,816.14,978.74,1116.19
2076-01-01,43.458333235,-80.125002435,780.21,951.81,1139.10,822.80,965.49,1094.10,790.41,950.10,1088.78
2077-01-01,43.458333235,-80.125002435,742.85,880.50,1004.20,783.89,949.14,1056.08,790.74,944.98,1176.90
2078-01-01,43.458333235,-80.125002435,757.95,934.17,1085.66,824.25,897.54,1038.35,780.74,989.59,1194.97
2079-01-01,43.458333235,-80.125002435,701.42,858.15,1073.94,796.38,890.04,1074.70,805.38,966.13,1166.81
2080-01-01,43.458333235,-80.125002435,765.28,880.58,1115.08,803.01,949.19,1137.22,827.02,935.63,1066.95
2081-01-01,43.458333235,-80.125002435,765.10,927.25,1084.81,782.24,920.73,1023.63,835.11,997.75,1193.05
2082-01-01,43.458333235,-80.125002435,780.51,930.42,1116.60,819.45,916.13,1127.79,745.37,938.05,1087.61
2083-01-01,43.458333235,-80.125002435,788.92,900.37,992.66,783.09,936.14,1049.61,815.58,975.73,1226.14
2084-01-01,43.458333235,-80.125002435,814.97,920.23,1227.98,782.16,881.55,992.32,790.20,964.62,1140.39
2085-01-01,43.458333235,-80.125002435,784.99,933.58,1155.10,774.79,963.03,1117.02,838.53,953.00,1127.69
2086-01-01,43.458333235,-80.125002435,811.57,915.67,1060.99,753.80,944.06,1099.63,872.56,976.86,1151.64
2087-01-01,43.458333235,-80.125002435,778.89,886.36,1004.40,806.92,911.10,1112.99,810.58,970.93,1267.54
2088-01-01,43.458333235,-80.125002435,778.08,893.48,1136.95,743.44,974.79,1112.94,786.57,925.54,1035.31
2089-01-01,43.458333235,-80.125002435,717.80,876.02,1143.35,763.88,964.89,1075.87,842.33,983.67,1262.14
2090-01-01,43.458333235,-80.125002435,748.72,937.59,1043.67,792.36,972.41,1107.92,852.40,947.33,1110.78
2091-01-01,43.458333235,-80.125002435,745.80,950.02,1055.01,792.61,887.57,1113.48,823.82,959.71,1159.39
2092-01-01,43.458333235,-80.125002435,732.58,899.60,1067.42,773.35,957.76,1135.58,816.34,969.98,1125.82
2093-01-01,43.458333235,-80.125002435,788.00,930.08,1158.22,805.47,954.35,1210.23,696.70,950.36,1106.15
2094-01-01,43.458333235,-80.125002435,779.74,950.02,1090.57,801.55,891.10,1116.57,861.12,1035.12,1149.37
2095-01-01,43.458333235,-80.125002435,709.24,882.80,1077.81,810.61,944.97,1126.07,855.86,948.10,1150.08
2096-01-01,43.458333235,-80.125002435,773.40,908.82,1052.17,799.67,970.39,1154.94,799.66,929.28,1149.66
2097-01-01,43.458333235,-80.125002435,716.71,957.91,1025.93,760.64,952.17,1055.04,849.06,967.33,1253.84
2098-01-01,43.458333235,-80.125002435,743.96,905.88,1046.56,829.65,932.85,1100.35,830.19,981.36,1165.92
2099-01-01,43.458333235,-80.125002435,761.13,923.64,1177.18,764.25,924.25,1101.77,809.00,1027.24,1174.75
2100-01-01,43.458333235,-80.125002435,723.52,885.49,1116.30,839.45,933.97,1115.40,864.60,1001.52,1301.39
1950-01-01,43.458333235,-80.04166910500001,739.23,840.05,991.84,739.23,840.05,991.84,739.23,840.05,991.84
1951-01-01,43.458333235,-80.04166910500001,738.90,845.48,911.16,738.90,845.48,911.16,738.90,845.48,911.16
1952-01-01,43.458333235,-80.04166910500001,734.41,825.83,928.53,734.41,825.83,928.53,734.41,825.83,928.53
1953-01-01,43.458333235,-80.04166910500001,702.55,808.48,954.10,702.55,808.48,954.10,702.55,808.48,954.10
1954-01-01,43.458333235,-80.04166910500001,741.70,831.53,968.22,741.70,831.53,968.22,741.70,831.53,968.22
1955-01-01,43.458333235,-80.04166910500001,704.72,873.70,1006.57,704.72,873.70,1006.57,704.72,873.69,1006.57
1956-01-01,43.458333235,-80.04166910500001,708.22,820.01,966.33,708.21,820.01,966.33,708.19,820.01,966.33
1957-01-01,43.458333235,-80.04166910500001,726.87,853.66,1010.78,726.87,853.66,1010.78,726.87,853.66,1010.76
1958-01-01,43.458333235,-80.04166910500001,694.94,856.55,1016.73,694.94,856.55,1016.73,694.94,856.55,1016.73
1959-01-01,43.458333235,-80.04166910500001,722.39,828.44,968.27,722.39,828.44,968.27,722.41,828.44,968.27
1960-01-01,43.458333235,-80.04166910500001,707.74,847.56,1002.87,707.74,847.56,1002.87,707.74,847.56,1002.87
1961-01-01,43.458333235,-80.04166910500001,714.84,833.41,979.52,714.83,833.41,979.52,714.83,833.41,979.52
1962-01-01,43.458333235,-80.04166910500001,702.70,794.37,986.50,702.70,794.37,986.50,702.70,794.37,986.50
1963-01-01,43.458333235,-80.04166910500001,716.65,819.08,974.37,717.15,819.08,974.37,717.15,819.08,974.37
1964-01-01,43.458333235,-80.04166910500001,748.36,837.27,968.19,748.36,837.27,968.19,748.36,837.27,968.19
1965-01-01,43.458333235,-80.04166910500001,712.57,807.69,905.48,712.57,807.69,905.48,712.57,807.69,905.48
1966-01-01,43.458333235,-80.04166910500001,677.91,863.25,988.16,677.91,863.25,988.16,677.91,863.25,988.16
1967-01-01,43.458333235,-80.04166910500001,704.74,779.51,904.79,704.74,779.51,904.79,704.74,779.49,904.79
1968-01-01,43.458333235,-80.04166910500001,665.04,824.09,900.39,665.05,824.09,900.39,665.05,824.09,900.39
